loss,epoch
0.099,0.74
0.0964,1.48
0.087,2.22
0.0844,2.96
0.0761,3.7
0.1108,4.44
0.0756,5.18
0.0887,5.92
0.0652,6.66
0.0699,7.4
0.0649,8.14
0.0582,8.88
0.0631,9.62
0.0665,10.36
0.0569,11.09
0.1685,11.83
0.0614,12.57
0.0612,13.31
0.0544,14.05
0.0503,14.79
0.0454,15.53
0.0368,16.27
0.0379,17.01
0.0367,17.75
0.0331,18.49
0.0349,19.23
0.0312,19.97
0.0283,20.71
0.0537,21.45
0.0313,22.19
0.0273,22.93
0.0237,23.67
0.026,24.41
